index,address,amount
0,0x3f79824989897Fb20b24ee4373041dE5dc9885eE,500000000000000000000
1,0xcFD3Ead41e2BB2b94F0E2A3816C36B8E91F77588,500000000000000000000
2,0xF69f97180e2D3Ce052294ddeE22FE70F9326D7B0,500000000000000000000
3,0xf6fe8dF292E7E6E4B6dCb498F38864462fe5159a,500000000000000000000
4,0x185F41BEC7a7E501359a145be1844BfB71379325,500000000000000000000
5,0x91381a6f1b233E596bc9f8C2791DA591383D972d,500000000000000000000
6,0x55452A52114cd4161893Cc7a243eA44b84109BF5,500000000000000000000
